1	249250621	442724	0
2	243199373	398006	0
3	198022430	315635	0
4	191154276	271309	0
5	180915260	285980	0
6	171115067	289405	0
7	159138663	286888	0
8	146364022	237629	0
9	141213431	225092	0
10	135534747	258991	0
11	135006516	229194	0
12	133851895	245871	0
13	115169878	144079	0
14	107349540	160919	0
15	102531392	165262	0
16	90354753	193737	0
17	81195210	204020	0
18	78077248	124428	0
19	59128983	174974	0
20	63025520	130374	0
21	48129895	65928	0
22	51304566	95515	0
X	155270560	160746	0
Y	59373566	75697	0
MT	16569	60178	0
GL000207.1	4262	3	0
GL000226.1	15008	1552	0
GL000229.1	19913	110	0
GL000231.1	27386	121	0
GL000210.1	27682	30	0
GL000239.1	33824	137	0
GL000235.1	34474	114	0
GL000201.1	36148	25	0
GL000247.1	36422	76	0
GL000245.1	36651	110	0
GL000197.1	37175	43	0
GL000203.1	37498	32	0
GL000246.1	38154	35	0
GL000249.1	38502	37	0
GL000196.1	38914	36	0
GL000248.1	39786	61	0
GL000244.1	39929	59	0
GL000238.1	39939	31	0
GL000202.1	40103	46	0
GL000234.1	40531	300	0
GL000232.1	40652	164	0
GL000206.1	41001	10	0
GL000240.1	41933	84	0
GL000236.1	41934	75	0
GL000241.1	42152	95	0
GL000243.1	43341	208	0
GL000242.1	43523	106	0
GL000230.1	43691	53	0
GL000237.1	45867	302	0
GL000233.1	45941	59	0
GL000204.1	81310	54	0
GL000198.1	90085	247	0
GL000208.1	92689	179	0
GL000191.1	106433	241	0
GL000227.1	128374	147	0
GL000228.1	129120	3013	0
GL000214.1	137718	816	0
GL000221.1	155397	476	0
GL000209.1	159169	62	0
GL000218.1	161147	415	0
GL000220.1	161802	10676	0
GL000213.1	164239	85	0
GL000211.1	166566	294	0
GL000199.1	169874	1347	0
GL000217.1	172149	271	0
GL000216.1	172294	2340	0
GL000215.1	172545	110	0
GL000205.1	174588	219	0
GL000219.1	179198	265	0
GL000224.1	179693	524	0
GL000223.1	180455	376	0
GL000195.1	182896	266	0
GL000212.1	186858	357	0
GL000222.1	186861	605	0
GL000200.1	187035	188	0
GL000193.1	189789	274	0
GL000194.1	191469	672	0
GL000225.1	211173	4037	0
GL000192.1	547496	676	0
*	0	0	0
