1	249250621	437820	0
2	243199373	387729	0
3	198022430	309893	0
4	191154276	272102	0
5	180915260	278660	0
6	171115067	281221	0
7	159138663	285491	0
8	146364022	232406	0
9	141213431	220815	0
10	135534747	256384	0
11	135006516	228461	0
12	133851895	244514	0
13	115169878	138444	0
14	107349540	159284	0
15	102531392	160749	0
16	90354753	192956	0
17	81195210	202876	0
18	78077248	119834	0
19	59128983	180258	0
20	63025520	125660	0
21	48129895	65385	0
22	51304566	94635	0
X	155270560	156430	0
Y	59373566	59852	0
MT	16569	43075	0
GL000207.1	4262	3	0
GL000226.1	15008	2213	0
GL000229.1	19913	153	0
GL000231.1	27386	188	0
GL000210.1	27682	27	0
GL000239.1	33824	202	0
GL000235.1	34474	153	0
GL000201.1	36148	25	0
GL000247.1	36422	99	0
GL000245.1	36651	113	0
GL000197.1	37175	25	0
GL000203.1	37498	32	0
GL000246.1	38154	62	0
GL000249.1	38502	45	0
GL000196.1	38914	65	0
GL000248.1	39786	43	0
GL000244.1	39929	88	0
GL000238.1	39939	24	0
GL000202.1	40103	53	0
GL000234.1	40531	410	0
GL000232.1	40652	345	0
GL000206.1	41001	18	0
GL000240.1	41933	139	0
GL000236.1	41934	107	0
GL000241.1	42152	116	0
GL000243.1	43341	305	0
GL000242.1	43523	89	0
GL000230.1	43691	25	0
GL000237.1	45867	276	0
GL000233.1	45941	61	0
GL000204.1	81310	88	0
GL000198.1	90085	303	0
GL000208.1	92689	273	0
GL000191.1	106433	258	0
GL000227.1	128374	156	0
GL000228.1	129120	3162	0
GL000214.1	137718	875	0
GL000221.1	155397	532	0
GL000209.1	159169	144	0
GL000218.1	161147	636	0
GL000220.1	161802	11307	0
GL000213.1	164239	129	0
GL000211.1	166566	362	0
GL000199.1	169874	2323	0
GL000217.1	172149	342	0
GL000216.1	172294	3694	0
GL000215.1	172545	113	0
GL000205.1	174588	321	0
GL000219.1	179198	479	0
GL000224.1	179693	804	0
GL000223.1	180455	428	0
GL000195.1	182896	422	0
GL000212.1	186858	625	0
GL000222.1	186861	667	0
GL000200.1	187035	200	0
GL000193.1	189789	581	0
GL000194.1	191469	617	0
GL000225.1	211173	7300	0
GL000192.1	547496	709	0
*	0	0	0
