1	249250621	1676086	0
2	243199373	1570906	0
3	198022430	1238519	0
4	191154276	1100867	0
5	180915260	1116467	0
6	171115067	1131800	0
7	159138663	1085435	0
8	146364022	961431	0
9	141213431	853250	0
10	135534747	1062464	0
11	135006516	922476	0
12	133851895	926965	0
13	115169878	556983	0
14	107349540	613419	0
15	102531392	616654	0
16	90354753	745544	0
17	81195210	714353	0
18	78077248	492773	0
19	59128983	611929	0
20	63025520	500877	0
21	48129895	257560	0
22	51304566	353123	0
X	155270560	914887	0
Y	59373566	62982	0
MT	16569	8089	0
GL000207.1	4262	15	0
GL000226.1	15008	20881	0
GL000229.1	19913	756	0
GL000231.1	27386	673	0
GL000210.1	27682	83	0
GL000239.1	33824	624	0
GL000235.1	34474	601	0
GL000201.1	36148	81	0
GL000247.1	36422	367	0
GL000245.1	36651	367	0
GL000197.1	37175	110	0
GL000203.1	37498	112	0
GL000246.1	38154	177	0
GL000249.1	38502	163	0
GL000196.1	38914	140	0
GL000248.1	39786	190	0
GL000244.1	39929	221	0
GL000238.1	39939	103	0
GL000202.1	40103	185	0
GL000234.1	40531	2183	0
GL000232.1	40652	1546	0
GL000206.1	41001	85	0
GL000240.1	41933	463	0
GL000236.1	41934	283	0
GL000241.1	42152	508	0
GL000243.1	43341	1085	0
GL000242.1	43523	226	0
GL000230.1	43691	348	0
GL000237.1	45867	1067	0
GL000233.1	45941	458	0
GL000204.1	81310	361	0
GL000198.1	90085	1028	0
GL000208.1	92689	2461	0
GL000191.1	106433	609	0
GL000227.1	128374	446	0
GL000228.1	129120	7189	0
GL000214.1	137718	4961	0
GL000221.1	155397	1687	0
GL000209.1	159169	545	0
GL000218.1	161147	1817	0
GL000220.1	161802	90666	0
GL000213.1	164239	410	0
GL000211.1	166566	1195	0
GL000199.1	169874	24299	0
GL000217.1	172149	1112	0
GL000216.1	172294	16088	0
GL000215.1	172545	379	0
GL000205.1	174588	2092	0
GL000219.1	179198	1688	0
GL000224.1	179693	5051	0
GL000223.1	180455	899	0
GL000195.1	182896	2280	0
GL000212.1	186858	1440	0
GL000222.1	186861	2100	0
GL000200.1	187035	554	0
GL000193.1	189789	1523	0
GL000194.1	191469	2160	0
GL000225.1	211173	26216	0
GL000192.1	547496	2690	0
*	0	0	0
