1	249250621	90482	0
2	243199373	81576	0
3	198022430	64463	0
4	191154276	56912	0
5	180915260	57475	0
6	171115067	57420	0
7	159138663	60017	0
8	146364022	46603	0
9	141213431	45845	0
10	135534747	52196	0
11	135006516	45886	0
12	133851895	51244	0
13	115169878	28604	0
14	107349540	33282	0
15	102531392	34324	0
16	90354753	39756	0
17	81195210	44963	0
18	78077248	24210	0
19	59128983	39690	0
20	63025520	25712	0
21	48129895	13160	0
22	51304566	19957	0
X	155270560	46733	0
Y	59373566	6963	0
MT	16569	1974	0
GL000207.1	4262	1	0
GL000226.1	15008	261	0
GL000229.1	19913	20	0
GL000231.1	27386	22	0
GL000210.1	27682	3	0
GL000239.1	33824	23	0
GL000235.1	34474	20	0
GL000201.1	36148	7	0
GL000247.1	36422	12	0
GL000245.1	36651	23	0
GL000197.1	37175	20	0
GL000203.1	37498	13	0
GL000246.1	38154	9	0
GL000249.1	38502	9	0
GL000196.1	38914	15	0
GL000248.1	39786	13	0
GL000244.1	39929	16	0
GL000238.1	39939	16	0
GL000202.1	40103	10	0
GL000234.1	40531	49	0
GL000232.1	40652	24	0
GL000206.1	41001	3	0
GL000240.1	41933	23	0
GL000236.1	41934	19	0
GL000241.1	42152	22	0
GL000243.1	43341	41	0
GL000242.1	43523	28	0
GL000230.1	43691	5	0
GL000237.1	45867	54	0
GL000233.1	45941	12	0
GL000204.1	81310	15	0
GL000198.1	90085	82	0
GL000208.1	92689	36	0
GL000191.1	106433	81	0
GL000227.1	128374	38	0
GL000228.1	129120	848	0
GL000214.1	137718	181	0
GL000221.1	155397	86	0
GL000209.1	159169	22	0
GL000218.1	161147	100	0
GL000220.1	161802	1365	0
GL000213.1	164239	34	0
GL000211.1	166566	79	0
GL000199.1	169874	343	0
GL000217.1	172149	58	0
GL000216.1	172294	543	0
GL000215.1	172545	28	0
GL000205.1	174588	50	0
GL000219.1	179198	39	0
GL000224.1	179693	105	0
GL000223.1	180455	97	0
GL000195.1	182896	63	0
GL000212.1	186858	79	0
GL000222.1	186861	134	0
GL000200.1	187035	52	0
GL000193.1	189789	78	0
GL000194.1	191469	115	0
GL000225.1	211173	733	0
GL000192.1	547496	171	0
*	0	0	0
